venta_id;product_id;cantidad;precio_unitario;subtotal
498;451;1;49.99;49.99
498;471;3;19.99;59.97
499;263;1;299.99;299.99
499;167;3;19.99;59.97
500;476;2;22.99;45.98
500;719;2;99.99;199.98
501;301;3;3.29;9.87
501;154;2;4.49;8.98
501;967;1;5.49;5.49
502;214;3;1.99;5.97
502;58;1;12.99;12.99
503;260;1;2.49;2.49
503;930;2;15.99;31.98
504;829;1;34.99;34.99
504;462;3;4.79;14.37
505;475;1;12.99;12.99
506;10;3;59.99;179.97
506;714;2;1.49;2.98
507;604;3;2.49;7.47
507;830;2;34.99;69.98
507;266;1;4.99;4.99
508;757;2;4.29;8.58
508;201;1;7.99;7.99
508;426;2;25.00;50.00
508;500;2;8.99;17.98
509;409;2;49.99;99.98
509;474;3;22.99;68.97
509;115;3;19.99;59.97
509;684;2;24.99;49.98
510;976;1;24.99;24.99
510;6;2;35.99;71.98
511;170;2;3.99;7.98
511;197;3;3.89;11.67
511;130;1;8.99;8.99
512;171;3;24.99;74.97
513;920;1;2.49;2.49
513;815;2;49.99;99.98
514;598;3;2.99;8.97
514;673;2;49.99;99.98
514;118;2;9.99;19.98
514;908;2;5.99;11.98
515;837;2;19.99;39.98
516;965;1;2.99;2.99
516;336;3;4.99;14.97
517;294;2;99.99;199.98
517;581;3;6.99;20.97
518;866;1;24.99;24.99
518;502;3;4.99;14.97
519;472;2;19.99;39.98
519;466;3;39.99;119.97
520;750;1;39.99;39.99
520;59;1;199.99;199.99
521;855;2;1.69;3.38
521;433;2;19.99;39.98
522;773;1;79.99;79.99
523;743;3;29.99;89.97
523;567;1;1.99;1.99
523;724;3;24.99;74.97
524;483;3;2.99;8.97
525;54;2;5.99;11.98
526;834;3;14.99;44.97
526;781;3;29.99;89.97
526;50;3;1.50;4.50
527;768;3;6.29;18.87
527;540;2;1.99;3.98
528;537;1;89.99;89.99
528;549;3;3.99;11.97
529;778;1;2.29;2.29
529;83;2;39.99;79.98
530;640;1;9.99;9.99
530;29;1;2.29;2.29
530;148;3;39.99;119.97
531;693;1;6.49;6.49
531;536;3;19.99;59.97
531;828;1;14.99;14.99
532;821;3;59.99;179.97
532;610;2;9.99;19.98
532;148;1;39.99;39.99
532;113;2;15.99;31.98
533;794;3;1.99;5.97
533;268;2;19.99;39.98
534;931;1;9.99;9.99
534;340;1;39.99;39.99
534;206;1;19.99;19.99
535;261;2;29.99;59.98
535;259;3;4.19;12.57
535;88;1;4.29;4.29
535;301;1;3.29;3.29
536;963;1;2.99;2.99
536;811;1;2.99;2.99
537;224;1;34.99;34.99
537;130;2;8.99;17.98
538;212;1;44.99;44.99
538;640;1;9.99;9.99
538;909;1;1.99;1.99
539;918;2;3.29;6.58
539;945;2;3.79;7.58
539;145;1;19.99;19.99
540;625;2;5.49;10.98
540;680;1;39.99;39.99
540;969;3;129.99;389.97
540;229;2;1.99;3.98
541;893;3;4.49;13.47
541;395;2;4.49;8.98
541;484;1;39.99;39.99
541;88;1;4.29;4.29
542;321;3;5.89;17.67
542;643;3;6.99;20.97
543;888;3;22.99;68.97
543;284;3;3.49;10.47
544;939;3;29.99;89.97
544;642;2;89.99;179.98
544;846;3;29.99;89.97
545;912;2;79.99;159.98
546;756;1;22.99;22.99
546;603;3;32.99;98.97
547;918;3;3.29;9.87
548;428;3;1.49;4.47
548;495;2;19.99;39.98
548;532;3;2.99;8.97
549;864;2;19.99;39.98
549;99;2;15.99;31.98
549;335;2;39.99;79.98
549;593;1;19.99;19.99
550;917;3;3.49;10.47
551;414;2;3.99;7.98
551;556;3;3.99;11.97
551;595;2;59.99;119.98
551;921;3;29.99;89.97
552;877;1;29.99;29.99
552;736;2;4.19;8.38
553;231;2;24.99;49.98
553;102;1;2.99;2.99
554;44;1;8.49;8.49
555;232;2;12.99;25.98
556;334;2;17.99;35.98
556;103;2;12.99;25.98
556;666;3;39.99;119.97
557;604;3;2.49;7.47
558;982;2;4.99;9.98
559;506;1;1.99;1.99
560;798;2;3.99;7.98
560;886;2;19.99;39.98
561;660;3;2.49;7.47
562;740;1;49.99;49.99
563;736;3;4.19;12.57
563;208;2;4.49;8.98
564;461;1;2.89;2.89
564;52;3;24.99;74.97
564;931;3;9.99;29.97
564;780;3;7.49;22.47
564;662;3;6.99;20.97
565;263;1;299.99;299.99
566;219;1;39.99;39.99
566;506;2;1.99;3.98
566;259;3;4.19;12.57
567;282;1;19.99;19.99
567;652;2;8.99;17.98
568;622;2;79.99;159.98
568;825;1;49.99;49.99
569;379;2;3.59;7.18
570;981;2;2.99;5.98
570;737;2;2.99;5.98
571;701;2;19.99;39.98
571;650;2;4.99;9.98
571;881;3;6.49;19.47
572;419;1;24.99;24.99
573;258;3;16.99;50.97
574;506;1;1.99;1.99
575;857;3;3.49;10.47
575;558;2;79.99;159.98
576;783;3;39.99;119.97
576;894;2;59.99;119.98
576;139;1;9.99;9.99
577;284;3;3.49;10.47
577;144;1;19.99;19.99
577;94;2;3.49;6.98
578;907;3;12.99;38.97
579;144;3;19.99;59.97
579;30;2;199.99;399.98
579;517;1;35.00;35.00
580;144;3;19.99;59.97
581;236;3;34.99;104.97
581;770;1;14.99;14.99
581;276;3;12.99;38.97
581;672;2;39.99;79.98
581;259;2;4.19;8.38
582;531;3;16.99;50.97
582;276;2;12.99;25.98
582;979;1;2.69;2.69
582;63;3;22.99;68.97
583;896;2;3.49;6.98
583;45;3;19.99;59.97
584;566;3;89.99;269.97
585;550;3;5.99;17.97
586;935;1;4.49;4.49
587;815;1;49.99;49.99
588;631;1;12.99;12.99
589;124;3;19.99;59.97
590;113;2;15.99;31.98
590;367;3;15.99;47.97
590;160;1;12.99;12.99
591;616;2;79.99;159.98
592;812;3;24.99;74.97
592;947;1;4.99;4.99
593;544;1;22.99;22.99
593;380;1;3.29;3.29
594;39;2;4.29;8.58
594;74;3;39.99;119.97
595;301;1;3.29;3.29
595;192;2;24.99;49.98
596;416;3;89.99;269.97
596;559;1;3.99;3.99
597;283;2;34.99;69.98
598;596;3;5.49;16.47
598;394;3;22.99;68.97
599;869;3;3.29;9.87
599;43;3;6.49;19.47
599;493;3;8.49;25.47
600;157;2;3.29;6.58
600;850;1;8.99;8.99
600;104;2;49.99;99.98
601;197;3;3.89;11.67
602;212;2;44.99;89.98
602;128;3;2.29;6.87
603;388;1;5.99;5.99
603;159;3;19.99;59.97
603;971;2;4.29;8.58
604;842;2;3.99;7.98
605;433;1;19.99;19.99
605;650;1;4.99;4.99
606;254;3;39.99;119.97
606;779;2;4.99;9.98
607;171;2;24.99;49.98
608;601;1;3.69;3.69
608;151;3;39.99;119.97
609;976;2;24.99;49.98
609;930;3;15.99;47.97
610;472;1;19.99;19.99
611;114;1;39.99;39.99
611;628;2;4.49;8.98
612;345;1;3.49;3.49
612;917;2;3.49;6.98
613;815;3;49.99;149.97
613;812;3;24.99;74.97
613;489;2;29.99;59.98
613;807;2;5.99;11.98
614;543;3;2.99;8.97
614;470;2;4.29;8.58
615;729;1;39.99;39.99
616;25;1;39.99;39.99
617;107;2;59.99;119.98
618;544;3;22.99;68.97
618;251;1;49.99;49.99
618;564;2;14.99;29.98
618;112;3;1.89;5.67
619;403;3;2.99;8.97
619;268;1;19.99;19.99
620;43;1;6.49;6.49
621;11;1;4.99;4.99
622;980;2;59.99;119.98
623;938;1;2.29;2.29
623;970;3;1.29;3.87
623;772;1;29.99;29.99
624;855;2;1.69;3.38
624;254;1;39.99;39.99
625;667;1;79.99;79.99
625;867;2;149.99;299.98
625;662;2;6.99;13.98
626;941;3;3.49;10.47
626;9;1;54.99;54.99
627;998;3;1.89;5.67
628;902;3;3.79;11.37
628;864;2;19.99;39.98
629;225;1;39.99;39.99
630;961;3;6.49;19.47
631;786;3;4.99;14.97
632;900;1;12.99;12.99
632;286;1;2.79;2.79
633;609;2;8.99;17.98
633;487;1;79.99;79.99
634;755;2;9.99;19.98
634;464;1;14.99;14.99
635;423;2;2.99;5.98
636;307;1;3.50;3.50
637;863;1;3.99;3.99
638;106;2;2.79;5.58
638;457;3;249.99;749.97
638;705;1;9.99;9.99
639;166;1;3.99;3.99
639;287;1;5.99;5.99
639;135;2;1.29;2.58
639;685;2;5.99;11.98
640;161;3;2.99;8.97
640;178;1;14.99;14.99
641;665;2;3.49;6.98
642;610;2;9.99;19.98
642;530;2;79.99;159.98
642;220;3;4.99;14.97
643;921;2;29.99;59.98
643;908;3;5.99;17.97
644;772;2;29.99;59.98
644;360;2;3.99;7.98
645;174;1;12.99;12.99
645;454;1;99.99;99.99
646;602;1;5.29;5.29
646;393;1;2.99;2.99
647;81;1;30.00;30.00
647;365;2;22.99;45.98
647;360;3;3.99;11.97
648;346;2;3.99;7.98
649;366;3;1.29;3.87
650;331;3;4.99;14.97
650;320;2;3.29;6.58
651;190;2;5.29;10.58
651;811;2;2.99;5.98
651;48;3;19.99;59.97
652;884;3;3.99;11.97
652;867;2;149.99;299.98
652;517;2;35.00;70.00
653;717;2;3.49;6.98
653;574;3;89.99;269.97
653;523;3;3.99;11.97
654;407;2;89.99;179.98
654;181;1;24.99;24.99
655;414;2;3.99;7.98
655;25;2;39.99;79.98
655;476;3;22.99;68.97
656;246;1;24.99;24.99
657;403;3;2.99;8.97
657;283;3;34.99;104.97
657;762;3;28.99;86.97
657;895;3;19.99;59.97
658;406;3;34.99;104.97
658;600;2;8.99;17.98
659;401;3;5.99;17.97
660;238;1;29.99;29.99
661;850;1;8.99;8.99
661;962;3;5.99;17.97
661;850;1;8.99;8.99
661;894;3;59.99;179.97
662;451;3;49.99;149.97
662;706;2;3.99;7.98
662;805;3;59.99;179.97
663;759;2;34.99;69.98
663;196;1;9.49;9.49
663;958;3;12.99;38.97
664;706;2;3.99;7.98
664;949;1;29.99;29.99
665;723;3;25.99;77.97
666;460;3;3.69;11.07
667;209;3;3.49;10.47
668;408;2;39.99;79.98
669;636;3;99.99;299.97
670;783;1;39.99;39.99
670;216;2;1.99;3.98
670;304;2;89.99;179.98
671;392;3;5.49;16.47
672;132;3;89.99;269.97
672;798;1;3.99;3.99
673;845;3;5.99;17.97
673;805;3;59.99;179.97
673;431;2;4.99;9.98
674;951;2;8.49;16.98
674;96;1;19.99;19.99
675;458;1;1.29;1.29
676;569;2;99.99;199.98
676;705;2;9.99;19.98
677;952;1;15.99;15.99
678;250;2;14.99;29.98
678;334;2;17.99;35.98
679;443;1;2.99;2.99
680;563;3;59.99;179.97
680;416;3;89.99;269.97
680;474;1;22.99;22.99
681;434;3;49.99;149.97
681;385;3;4.99;14.97
682;415;3;39.99;119.97
682;434;1;49.99;49.99
682;604;2;2.49;4.98
683;352;2;1.99;3.98
683;407;2;89.99;179.98
683;268;2;19.99;39.98
684;185;3;8.99;26.97
684;422;3;6.49;19.47
685;722;2;49.99;99.98
685;123;2;24.99;49.98
686;440;2;12.99;25.98
687;871;1;109.99;109.99
688;773;1;79.99;79.99
688;15;3;6.49;19.47
689;375;3;10.99;32.97
689;646;3;3.49;10.47
690;149;1;34.99;34.99
690;895;1;19.99;19.99
691;462;3;4.79;14.37
691;411;3;29.99;89.97
692;490;1;1.49;1.49
692;872;1;3.29;3.29
693;691;2;89.99;179.98
693;434;1;49.99;49.99
694;987;2;29.99;59.98
694;604;1;2.49;2.49
694;909;3;1.99;5.97
694;328;1;24.99;24.99
694;108;3;29.99;89.97
695;255;2;12.99;25.98
696;303;3;14.99;44.97
697;495;2;19.99;39.98
698;739;1;35.99;35.99
699;844;2;29.99;59.98
699;958;1;12.99;12.99
700;734;1;29.99;29.99
701;612;1;2.29;2.29
702;461;3;2.89;8.67
702;502;3;4.99;14.97
703;347;2;18.99;37.98
703;65;1;24.99;24.99
704;358;3;32.99;98.97
704;752;1;2.09;2.09
705;876;2;29.99;59.98
706;597;2;1.99;3.98
707;676;2;14.99;29.98
707;591;3;59.99;179.97
708;42;3;1.49;4.47
709;283;3;34.99;104.97
710;487;3;79.99;239.97
710;154;2;4.49;8.98
711;646;2;3.49;6.98
711;697;3;6.99;20.97
711;630;2;1.49;2.98
711;947;1;4.99;4.99
712;477;2;3.49;6.98
712;352;1;1.99;1.99
713;203;2;49.99;99.98
714;706;1;3.99;3.99
714;969;3;129.99;389.97
714;662;2;6.99;13.98
714;873;2;29.99;59.98
715;437;3;9.99;29.97
716;755;1;9.99;9.99
716;995;2;4.29;8.58
717;504;1;4.49;4.49
718;97;3;12.99;38.97
718;401;1;5.99;5.99
718;284;3;3.49;10.47
719;60;3;1.89;5.67
720;830;1;34.99;34.99
720;256;3;59.99;179.97
720;824;2;2.99;5.98
721;52;2;24.99;49.98
722;124;3;19.99;59.97
722;54;3;5.99;17.97
722;302;3;59.99;179.97
723;74;2;39.99;79.98
723;79;1;249.99;249.99
724;869;3;3.29;9.87
724;525;3;19.99;59.97
724;471;3;19.99;59.97
725;157;3;3.29;9.87
725;695;3;3.29;9.87
726;414;2;3.99;7.98
726;555;2;14.99;29.98
727;298;1;18.99;18.99
727;677;1;89.99;89.99
728;749;2;44.99;89.98
728;842;3;3.99;11.97
728;502;2;4.99;9.98
729;72;1;109.99;109.99
729;316;3;54.99;164.97
729;247;3;6.99;20.97
730;352;3;1.99;5.97
730;58;3;12.99;38.97
731;314;3;4.49;13.47
731;257;1;10.99;10.99
731;837;3;19.99;59.97
732;561;1;34.99;34.99
732;597;2;1.99;3.98
732;54;2;5.99;11.98
732;584;3;24.99;74.97
733;505;3;3.99;11.97
734;533;1;15.99;15.99
734;722;2;49.99;99.98
735;192;1;24.99;24.99
735;696;2;3.79;7.58
736;361;2;19.99;39.98
736;324;1;34.99;34.99
736;61;1;3.29;3.29
736;991;1;99.99;99.99
737;167;2;19.99;39.98
737;822;1;29.99;29.99
738;523;2;3.99;7.98
738;836;3;1.99;5.97
739;347;2;18.99;37.98
740;267;1;5.49;5.49
740;610;3;9.99;29.97
740;902;2;3.79;7.58
740;56;2;5.99;11.98
741;835;1;3.79;3.79
742;868;1;2.49;2.49
742;198;3;4.19;12.57
743;869;3;3.29;9.87
743;824;3;2.99;8.97
743;428;1;1.49;1.49
744;244;3;39.99;119.97
744;920;1;2.49;2.49
744;942;2;7.49;14.98
745;393;1;2.99;2.99
746;894;1;59.99;59.99
746;512;2;5.79;11.58
746;864;3;19.99;59.97
746;751;3;1.99;5.97
746;807;1;5.99;5.99
747;356;2;4.99;9.98
747;465;2;29.99;59.98
747;861;1;19.99;19.99
747;74;1;39.99;39.99
747;811;2;2.99;5.98
748;78;2;9.99;19.98
748;608;2;9.99;19.98
748;232;1;12.99;12.99
749;236;2;34.99;69.98
750;117;3;7.19;21.57
751;489;3;29.99;89.97
751;94;3;3.49;10.47
751;679;1;24.99;24.99
751;895;3;19.99;59.97
751;724;3;24.99;74.97
752;218;1;99.99;99.99
753;963;3;2.99;8.97
754;780;2;7.49;14.98
754;10;2;59.99;119.98
755;585;3;5.49;16.47
755;25;2;39.99;79.98
755;353;2;1.79;3.58
755;977;2;39.99;79.98
756;392;1;5.49;5.49
756;525;3;19.99;59.97
756;401;1;5.99;5.99
757;90;2;19.99;39.98
757;712;3;35.99;107.97
758;111;3;5.99;17.97
758;430;2;1.99;3.98
759;870;2;3.49;6.98
759;276;2;12.99;25.98
760;536;2;19.99;39.98
761;30;3;199.99;599.97
761;221;1;4.29;4.29
762;245;1;19.99;19.99
763;748;2;2.09;4.18
763;8;2;39.99;79.98
763;460;1;3.69;3.69
764;161;2;2.99;5.98
764;387;2;3.69;7.38
764;488;2;3.99;7.98
765;444;2;24.99;49.98
765;341;3;3.49;10.47
765;156;2;1.99;3.98
766;989;1;3.79;3.79
767;914;3;49.99;149.97
768;93;3;29.99;89.97
768;386;3;24.99;74.97
768;519;1;10.99;10.99
769;671;3;24.99;74.97
769;32;1;29.99;29.99
770;861;3;19.99;59.97
771;246;2;24.99;49.98
772;654;3;89.99;269.97
772;584;3;24.99;74.97
772;788;3;5.99;17.97
773;202;3;15.99;47.97
774;720;1;4.99;4.99
774;743;3;29.99;89.97
775;884;1;3.99;3.99
775;143;1;14.99;14.99
776;321;1;5.89;5.89
776;175;1;2.29;2.29
777;657;2;299.99;599.98
777;83;3;39.99;119.97
778;183;2;3.99;7.98
778;502;1;4.99;4.99
778;193;3;15.99;47.97
779;37;2;3.49;6.98
780;516;3;2.99;8.97
780;857;1;3.49;3.49
780;397;1;119.99;119.99
781;942;3;7.49;22.47
782;602;2;5.29;10.58
782;850;2;8.99;17.98
783;776;2;1.99;3.98
784;765;3;29.99;89.97
785;197;2;3.89;7.78
785;477;1;3.49;3.49
786;403;2;2.99;5.98
786;901;3;4.99;14.97
786;406;2;34.99;69.98
786;656;2;3.99;7.98
787;688;2;24.99;49.98
787;566;2;89.99;179.98
788;203;3;49.99;149.97
788;108;1;29.99;29.99
789;455;3;59.99;179.97
789;113;2;15.99;31.98
790;593;2;19.99;39.98
790;10;1;59.99;59.99
790;993;1;39.99;39.99
791;31;1;34.99;34.99
791;535;2;1.39;2.78
791;791;2;49.99;99.98
791;870;2;3.49;6.98
792;565;3;39.99;119.97
792;830;3;34.99;104.97
793;974;3;7.99;23.97
793;421;1;89.99;89.99
794;137;2;25.99;51.98
794;111;1;5.99;5.99
795;644;3;10.99;32.97
795;250;2;14.99;29.98
796;481;1;39.99;39.99
796;311;2;2.89;5.78
797;254;1;39.99;39.99
798;636;2;99.99;199.98
798;508;1;39.99;39.99
799;456;1;5.99;5.99
800;60;3;1.89;5.67
801;192;1;24.99;24.99
802;160;1;12.99;12.99
802;559;1;3.99;3.99
803;490;2;1.49;2.98
803;793;3;59.99;179.97
804;885;2;0.75;1.50
805;818;1;3.99;3.99
805;854;1;49.99;49.99
806;690;1;2.49;2.49
806;96;3;19.99;59.97
806;586;3;59.99;179.97
806;923;3;1.99;5.97
807;827;3;12.99;38.97
808;859;2;39.99;79.98
808;822;2;29.99;59.98
809;789;1;29.99;29.99
809;838;1;34.99;34.99
809;166;3;3.99;11.97
809;471;1;19.99;19.99
809;697;2;6.99;13.98
809;591;2;59.99;119.98
810;183;3;3.99;11.97
810;918;3;3.29;9.87
811;523;2;3.99;7.98
812;707;2;12.99;25.98
813;604;3;2.49;7.47
814;321;3;5.89;17.67
815;362;1;10.99;10.99
815;579;2;34.99;69.98
816;42;3;1.49;4.47
817;436;1;14.99;14.99
817;690;3;2.49;7.47
818;450;3;4.99;14.97
818;957;2;4.99;9.98
819;4;2;5.99;11.98
819;651;1;3.49;3.49
820;990;3;22.99;68.97
820;896;1;3.49;3.49
820;358;1;32.99;32.99
820;410;1;19.99;19.99
821;288;2;19.99;39.98
821;955;3;4.99;14.97
821;432;2;5.99;11.98
822;440;1;12.99;12.99
822;508;2;39.99;79.98
823;345;3;3.49;10.47
823;226;1;29.99;29.99
824;398;1;22.99;22.99
824;438;3;199.99;599.97
825;599;2;5.49;10.98
825;112;3;1.89;5.67
826;399;1;1.79;1.79
827;203;2;49.99;99.98
827;219;3;39.99;119.97
827;59;2;199.99;399.98
828;92;2;1.99;3.98
828;889;1;29.99;29.99
829;752;2;2.09;4.18
830;586;3;59.99;179.97
831;225;2;39.99;79.98
831;405;1;49.99;49.99
831;559;1;3.99;3.99
832;419;1;24.99;24.99
832;528;3;24.99;74.97
832;920;2;2.49;4.98
832;131;2;39.99;79.98
833;984;1;15.99;15.99
833;137;3;25.99;77.97
834;878;1;39.99;39.99
834;230;1;59.99;59.99
835;253;2;24.99;49.98
836;445;3;39.99;119.97
837;404;1;3.99;3.99
838;476;1;22.99;22.99
838;547;1;109.99;109.99
838;212;3;44.99;134.97
839;499;2;3.49;6.98
840;467;2;28.99;57.98
840;284;1;3.49;3.49
840;431;1;4.99;4.99
841;979;1;2.69;2.69
841;646;3;3.49;10.47
842;175;1;2.29;2.29
842;852;1;3.49;3.49
843;135;2;1.29;2.58
843;713;3;9.99;29.97
844;342;2;14.99;29.98
844;519;3;10.99;32.97
844;443;1;2.99;2.99
845;958;1;12.99;12.99
846;316;3;54.99;164.97
846;870;3;3.49;10.47
847;355;3;15.99;47.97
847;114;2;39.99;79.98
847;999;2;34.99;69.98
848;384;3;29.99;89.97
849;718;2;1.99;3.98
850;498;2;24.99;49.98
851;873;1;29.99;29.99
851;904;2;2.49;4.98
852;206;2;19.99;39.98
853;619;1;24.99;24.99
853;996;1;12.99;12.99
854;857;2;3.49;6.98
855;717;2;3.49;6.98
855;225;1;39.99;39.99
855;552;2;3.29;6.58
856;415;2;39.99;79.98
857;166;3;3.99;11.97
857;858;1;34.99;34.99
857;396;1;3.99;3.99
858;523;1;3.99;3.99
858;715;1;8.99;8.99
859;910;2;19.99;39.98
860;4;3;5.99;17.97
860;884;1;3.99;3.99
860;195;1;199.99;199.99
861;257;2;10.99;21.98
861;622;1;79.99;79.99
862;977;1;39.99;39.99
863;851;3;2.79;8.37
863;417;1;4.29;4.29
864;165;2;25.99;51.98
864;870;3;3.49;10.47
865;495;2;19.99;39.98
866;786;2;4.99;9.98
867;314;2;4.49;8.98
868;615;2;59.99;119.98
869;265;1;199.99;199.99
869;717;1;3.49;3.49
869;424;3;11.99;35.97
870;581;1;6.99;6.99
871;837;3;19.99;59.97
871;770;1;14.99;14.99
871;932;3;39.99;119.97
872;79;3;249.99;749.97
873;59;2;199.99;399.98
873;949;3;29.99;89.97
874;407;3;89.99;269.97
874;440;1;12.99;12.99
874;256;1;59.99;59.99
875;219;3;39.99;119.97
876;900;2;12.99;25.98
877;166;2;3.99;7.98
878;245;3;19.99;59.97
878;438;3;199.99;599.97
879;897;3;29.99;89.97
880;781;1;29.99;29.99
881;907;3;12.99;38.97
882;271;2;2.99;5.98
883;408;2;39.99;79.98
884;664;1;8.99;8.99
885;868;3;2.49;7.47
885;22;3;3.29;9.87
886;718;1;1.99;1.99
886;859;3;39.99;119.97
887;721;2;2.49;4.98
887;413;3;22.99;68.97
888;15;2;6.49;12.98
888;378;2;28.99;57.98
889;71;1;15.99;15.99
889;402;3;19.99;59.97
890;311;3;2.89;8.67
891;744;3;199.99;599.97
891;518;1;5.49;5.49
891;848;1;9.99;9.99
892;279;3;22.99;68.97
893;460;3;3.69;11.07
894;638;3;34.99;104.97
894;502;3;4.99;14.97
894;184;3;129.99;389.97
894;652;3;8.99;26.97
895;693;3;6.49;19.47
895;850;3;8.99;26.97
896;82;2;22.99;45.98
896;752;1;2.09;2.09
897;315;1;9.99;9.99
898;741;3;30.00;90.00
899;701;3;19.99;59.97
899;660;2;2.49;4.98
900;941;1;3.49;3.49
900;54;2;5.99;11.98
900;157;2;3.29;6.58
900;458;2;1.29;2.58
901;160;2;12.99;25.98
902;196;2;9.49;18.98
902;655;2;15.99;31.98
903;379;2;3.59;7.18
904;287;2;5.99;11.98
904;839;2;79.99;159.98
904;173;1;79.99;79.99
905;405;1;49.99;49.99
905;618;1;34.99;34.99
906;199;2;39.99;79.98
907;455;2;59.99;119.98
908;267;3;5.49;16.47
908;805;2;59.99;119.98
908;882;1;49.99;49.99
909;456;1;5.99;5.99
910;184;3;129.99;389.97
911;404;1;3.99;3.99
911;654;3;89.99;269.97
912;229;1;1.99;1.99
912;836;2;1.99;3.98
912;513;2;249.99;499.98
913;335;1;39.99;39.99
913;736;3;4.19;12.57
913;947;1;4.99;4.99
914;431;2;4.99;9.98
914;863;3;3.99;11.97
915;489;2;29.99;59.98
915;200;3;2.49;7.47
916;927;1;39.99;39.99
916;963;3;2.99;8.97
917;66;3;34.99;104.97
918;591;3;59.99;179.97
919;745;2;199.00;398.00
919;196;2;9.49;18.98
920;30;2;199.99;399.98
920;761;3;3.49;10.47
921;29;2;2.29;4.58
922;953;1;3.29;3.29
923;746;3;89.99;269.97
923;23;2;14.99;29.98
923;200;3;2.49;7.47
924;775;3;3.99;11.97
925;691;1;89.99;89.99
925;135;2;1.29;2.58
926;738;1;4.29;4.29
926;106;1;2.79;2.79
927;549;3;3.99;11.97
927;317;3;149.99;449.97
928;754;2;4.99;9.98
928;216;1;1.99;1.99
928;258;2;16.99;33.98
928;199;2;39.99;79.98
929;763;3;2.49;7.47
929;703;3;4.99;14.97
929;685;1;5.99;5.99
930;989;3;3.79;11.37
930;467;2;28.99;57.98
930;240;2;3.99;7.98
931;1000;2;99.99;199.98
932;629;3;89.99;269.97
932;783;1;39.99;39.99
932;24;3;3.89;11.67
932;248;2;24.99;49.98
932;14;3;12.99;38.97
933;940;2;39.99;79.98
933;319;3;3.79;11.37
933;186;1;5.49;5.49
933;584;2;24.99;49.98
934;909;3;1.99;5.97
934;238;2;29.99;59.98
935;675;1;2.99;2.99
936;264;2;19.99;39.98
936;535;1;1.39;1.39
937;801;3;7.99;23.97
937;72;2;109.99;219.98
938;754;2;4.99;9.98
938;190;1;5.29;5.29
938;666;3;39.99;119.97
938;963;2;2.99;5.98
938;927;2;39.99;79.98
939;731;1;34.99;34.99
939;870;1;3.49;3.49
940;369;1;109.99;109.99
941;216;1;1.99;1.99
941;942;3;7.49;22.47
941;977;1;39.99;39.99
942;446;2;8.49;16.98
942;325;2;19.99;39.98
942;902;2;3.79;7.58
942;24;2;3.89;7.78
943;517;3;35.00;105.00
944;119;3;4.29;12.87
945;215;3;29.99;89.97
945;117;3;7.19;21.57
945;859;2;39.99;79.98
946;301;2;3.29;6.58
946;512;1;5.79;5.79
947;42;2;1.49;2.98
948;152;3;24.99;74.97
949;477;3;3.49;10.47
949;674;1;19.99;19.99
950;481;1;39.99;39.99
950;981;1;2.99;2.99
951;836;1;1.99;1.99
951;54;3;5.99;17.97
952;67;3;14.99;44.97
953;782;2;89.99;179.98
953;704;1;1.49;1.49
954;559;3;3.99;11.97
954;198;1;4.19;4.19
955;159;2;19.99;39.98
955;522;2;4.49;8.98
956;695;1;3.29;3.29
956;768;1;6.29;6.29
957;623;3;19.99;59.97
958;364;3;34.99;104.97
958;428;1;1.49;1.49
959;914;2;49.99;99.98
959;12;2;49.99;99.98
959;937;2;39.99;79.98
960;281;1;2.99;2.99
960;138;2;8.99;17.98
961;696;3;3.79;11.37
962;344;1;4.49;4.49
963;413;3;22.99;68.97
963;173;2;79.99;159.98
964;533;2;15.99;31.98
965;973;1;29.99;29.99
965;934;2;2.79;5.58
965;857;2;3.49;6.98
966;456;2;5.99;11.98
966;787;3;99.99;299.97
967;772;2;29.99;59.98
967;237;1;39.99;39.99
968;980;3;59.99;179.97
968;223;3;39.99;119.97
969;627;1;6.29;6.29
969;740;3;49.99;149.97
969;107;2;59.99;119.98
970;894;3;59.99;179.97
970;699;2;24.99;49.98
971;400;2;9.99;19.98
971;997;2;3.79;7.58
972;399;2;1.79;3.58
972;756;3;22.99;68.97
972;384;1;29.99;29.99
973;498;1;24.99;24.99
973;42;2;1.49;2.98
974;544;2;22.99;45.98
974;57;1;15.99;15.99
975;104;2;49.99;99.98
976;33;2;14.99;29.98
977;395;1;4.49;4.49
978;853;1;2.49;2.49
979;249;3;4.49;13.47
979;565;3;39.99;119.97
979;133;2;15.99;31.98
980;527;1;39.99;39.99
981;168;2;3.49;6.98
981;832;1;3.79;3.79
981;366;2;1.29;2.58
982;592;3;15.99;47.97
982;997;1;3.79;3.79
983;53;2;19.99;39.98
983;248;3;24.99;74.97
984;935;3;4.49;13.47
985;779;1;4.99;4.99
985;41;2;34.99;69.98
986;924;3;2.79;8.37
986;497;1;45.99;45.99
986;592;2;15.99;31.98
987;848;1;9.99;9.99
988;319;2;3.79;7.58
989;131;1;39.99;39.99
989;205;3;24.99;74.97
990;925;2;79.99;159.98
991;915;1;69.99;69.99
992;906;2;99.99;199.98
993;698;3;14.99;44.97
994;758;1;59.99;59.99
994;558;1;79.99;79.99
995;794;1;1.99;1.99
996;532;1;2.99;2.99
996;544;3;22.99;68.97
997;33;3;14.99;44.97
997;776;1;1.99;1.99
997;750;2;39.99;79.98
997;44;1;8.49;8.49
998;121;1;5.49;5.49
